category,patch_file,dissimilarity_d1,dissimilarity_d3,dissimilarity_d5,correlation_d1,correlation_d3,correlation_d5,contrast_d1,contrast_d3,contrast_d5,energy_d1,energy_d3,energy_d5,homogeneity_d1,homogeneity_d3,homogeneity_d5,ASM_d1,ASM_d3,ASM_d5
laminat,laminat_patch_0256_0000.png,4.358226181296113,5.503911037100011,5.429451462076888,0.36614410107472944,0.06645113806262692,0.11768461379079362,35.04306162909205,51.70696794690079,48.69110953785542,0.06347657474616622,0.05814346285954499,0.05666021519434001,0.24058812016925465,0.1795572069536246,0.17427922309430252,0.004185294355616413,0.003398855589028093,0.0032173445477096186
laminat,laminat_patch_0256_0128.png,4.031260171895345,5.1790939940791,4.943693248452865,0.3795659526917136,0.030812589110456798,0.15991844886385306,30.994123550747148,47.99420630983856,41.430562335690524,0.06766383604823194,0.0624768831130663,0.060736408354195415,0.2576681727801327,0.1983243428592228,0.19583126555200242,0.0047412292147842655,0.00392541193425463,0.0036980953485872972
laminat,laminat_patch_0256_0256.png,4.250900818207885,5.207727603772966,5.122006672313727,0.3440706211865932,0.08143048824237219,0.1889466577373504,34.794019482570306,48.937290363598855,43.30323231009366,0.06765249969176512,0.061294390169675965,0.05884563021970603,0.25222747503660514,0.19605870373271284,0.18210219033363667,0.004780482548482865,0.0037893424374404,0.0034778181233229557
laminat,laminat_patch_0256_0384.png,4.457209258168515,5.886486733119157,5.49081644765784,0.3823812886410703,-0.015760032478631836,0.15635581449994929,35.644492984298495,58.47454613882564,48.71386552689023,0.06107121172792011,0.05646629517615434,0.05483565162130372,0.22911827181147587,0.16888667469722085,0.16815277178165894,0.0038675108954756665,0.003206752603711503,0.003015017839241627
laminat,laminat_patch_0256_0512.png,4.06091378979633,5.150536060720573,5.015387392346216,0.367946835544513,0.04589760783555773,0.12985228308897306,31.068464242397262,46.8505580278406,42.87247299798864,0.07025559534049935,0.06478872637675585,0.0630591477322438,0.25464292178507336,0.19548436747304446,0.19199929843102112,0.005075267137142036,0.004214015982584349,0.003983155945624875
laminat,laminat_patch_0384_0000.png,3.902174823880901,4.745879712301574,4.682656752974747,0.3435008122963245,0.08731225877412452,0.16009702377053753,29.205495414897136,40.58838806610589,37.414671274602775,0.07135489673569256,0.06570806863153686,0.06388173013216374,0.2630541157877788,0.2092617089023754,0.20133212717807186,0.005273153736803855,0.004340968972681841,0.0040904556601138505
laminat,laminat_patch_0384_0128.png,4.252620352896959,5.354465494299554,5.00764065579977,0.3452414134867333,0.014274223548890616,0.19175368898075715,35.34097077178535,53.30104641046212,43.74293624500861,0.06893971210654472,0.06405206867915733,0.06166646469960285,0.2568947758795264,0.2000900429102701,0.19923396077616226,0.004976435647856033,0.004145520851009766,0.0038267376176837832
laminat,laminat_patch_0384_0256.png,4.064616722983445,5.185828046264783,5.117227916434011,0.40089052672582476,0.0743439833925619,0.16907187297571025,32.36230087303928,50.0388621543522,44.85261326119047,0.06873407556647107,0.06232039171240383,0.06005041643543958,0.26459852211977836,0.203606501250004,0.192347149634558,0.004980965176648446,0.003937380526632786,0.003634930557519662
laminat,laminat_patch_0384_0384.png,5.254885779302809,6.671821306531854,6.130725171289003,0.34049840844612506,-0.012580599872999892,0.17875509277897728,48.655203384625544,74.8303307390083,60.90466197783154,0.053798259641523655,0.04983402758089037,0.048347001496287095,0.20354881548509612,0.15203690433159434,0.15365926349997205,0.003014497679195644,0.0024969648231355323,0.0023423622018518904
laminat,laminat_patch_0384_0512.png,4.01127203426282,5.106128035241861,5.045223511141847,0.38103711809503404,0.0461586190593698,0.1146536543703357,29.890832676196634,45.93144020455388,42.7204445160021,0.06926907527696799,0.06410673798183165,0.06206299151036797,0.25291981603499825,0.19752415104712545,0.1896621049160178,0.00494500230797015,0.004126259978162869,0.0038593132583898153
laminat,laminat_patch_0512_0000.png,3.5519914633579304,4.407870397927679,4.423233147503657,0.3646149490684508,0.07635978389597048,0.10679153309314651,23.854607287339626,34.503996988378546,33.1267185576667,0.07809819012020364,0.07217808985689833,0.07061728967681953,0.2753689519914424,0.21652164323460094,0.20996005370780946,0.006225641087823707,0.005221276080044695,0.0049909529939544724
laminat,laminat_patch_0512_0128.png,3.5686015629843792,4.497539698286701,4.413179567803903,0.3992651812556117,0.0994998912632114,0.1690046938140455,24.638994953771196,36.94846845080599,34.05351183781821,0.07789713857070972,0.07157668724553452,0.06979370189130946,0.28018967757632357,0.21915159219356156,0.21592358831030622,0.0062523657423502405,0.00515571745416171,0.0048865425901974124
laminat,laminat_patch_0512_0256.png,4.050663546639592,5.338536489827394,5.245641915417749,0.40958510667109665,0.04543262237009678,0.13536678495883556,31.39952298654603,50.911424457514364,46.097596781992635,0.06790032703118316,0.06158290452014677,0.058907478342975786,0.2635755635980363,0.19492933496295006,0.18632991898844825,0.004866707589841706,0.0038493492143689477,0.003500317451560158
laminat,laminat_patch_0512_0384.png,5.056642320315891,6.516953876921118,5.741217059449627,0.3559114517040274,-0.007845702822054351,0.2431732804612327,46.012086996830305,72.05966768235044,54.443804451478606,0.05551856627771234,0.051542404273334716,0.04941943248489174,0.21871413495788236,0.16215942171092457,0.16822393852809225,0.003282013475020977,0.00269592445791455,0.0024624650451345923
laminat,laminat_patch_0512_0512.png,3.688838694083638,4.617676677847049,4.578439425315977,0.3915396655512665,0.10315571525825988,0.1451726241722481,24.912598594728482,36.5097668768895,34.74588391831743,0.07437115276829304,0.06900170583156971,0.06752839790935934,0.2635980153142505,0.20546927484369182,0.19956840668926762,0.00565121789253281,0.00477206976649939,0.004562672441775586
tynk,tynk_patch_0000_0000.png,3.8676267079096682,6.276864760487519,7.360383279321378,0.7209099233320295,0.29805815494996357,0.06115884652004529,26.948940112723996,67.74909625771595,90.91155217018076,0.06327248277290248,0.052673674590268234,0.05002768022391127,0.24995461600199825,0.1644415266416496,0.13878036033921703,0.00403200178082703,0.0027776709271160093,0.00250403944574362
tynk,tynk_patch_0000_0128.png,3.746809657681818,6.167568849993695,7.217853485502683,0.727670310757631,0.3056754207587527,0.07032377853161488,25.351184686744404,64.57953134841887,85.99176051673287,0.06267570024012944,0.051516116135915585,0.04936082955719162,0.25797720599438656,0.16480008312607125,0.13926070657693676,0.0039544354594744395,0.0026563311219843983,0.0024371130458046243
tynk,tynk_patch_0000_0256.png,3.887964080615661,6.320055051650277,7.367500785195798,0.7106926384124442,0.2760101649489879,0.04038480452856452,27.127505192510412,67.86752921863174,90.09412310019623,0.061607993795490826,0.05113414721664976,0.04897146151290255,0.24822332733650726,0.16106431216848177,0.13902572583996253,0.0038192492645396183,0.002617408672093219,0.0023986560640180143
tynk,tynk_patch_0000_0384.png,4.004987498256247,6.4655405722474075,7.554357922652132,0.7073328223265835,0.27886004249347957,0.03982085680681935,28.681131545856857,70.84553728898953,94.6472902086347,0.06074615632136944,0.050806609393212306,0.04843596259984691,0.24237452785416705,0.15819798530289905,0.13523648285635584,0.003714642001994929,0.002583940491827352,0.002346999284817212
tynk,tynk_patch_0000_0512.png,4.101632976703454,6.627754456412187,7.805936790812191,0.7199334574821439,0.3059030230219313,0.05508026326269459,29.974459823919652,74.37427435279656,101.10652646757585,0.05847579423486118,0.048777531763019286,0.04670523508137332,0.23644058663584305,0.15571556791515742,0.1315387711952341,0.003439644310390115,0.0023812201008922653,0.002181774631454458
tynk,tynk_patch_0000_0640.png,4.338007843984441,7.049336549666155,8.376533973862745,0.7439073522996411,0.3670550355362534,0.13316466858404102,33.8880007720953,83.77949879141454,114.80027417742123,0.0535246879229765,0.043983197823453495,0.04150835538226695,0.23045887517460456,0.1472692722555663,0.1242029506197857,0.002883604735471252,0.001937447509574757,0.001723759809304087
tynk,tynk_patch_0000_0768.png,4.5639217645622825,7.398010448160735,8.610183824384738,0.7074691176116951,0.28112812373999085,0.04724313406975997,36.57144509210899,89.52628972190718,118.07168593172335,0.050639132051227574,0.04201766632162546,0.04038740338807445,0.21665570048944244,0.1365941781109405,0.11581314970553214,0.0025807511062782276,0.0017672304975593657,0.0016313634276433919
tynk,tynk_patch_0000_0896.png,4.947912993482238,8.127214553413951,9.428823090625846,0.7093565293192676,0.26510302759856447,0.03221375456204763,42.69719684361246,107.78639592781514,141.9819409260444,0.04728732392279966,0.03903331268382079,0.037499058209952404,0.20172380117255212,0.12576923906944792,0.10784791251305395,0.0022485588612210835,0.0015250749431900549,0.0014065803354959803
tynk,tynk_patch_0128_0000.png,3.844332219914441,6.306208356953888,7.2329233791654906,0.7079052245621053,0.256184940276855,0.032626302455434866,26.48887630587764,67.60681772014352,87.75176533564077,0.06358783106751044,0.053050280485502616,0.05107946367146513,0.2509471521664679,0.1616889520301562,0.14085331161274478,0.004070575745427878,0.002817071123039795,0.002609821706551523
tynk,tynk_patch_0128_0128.png,3.641136864304979,5.8725307264109325,6.796577032070882,0.6963579813604798,0.251728430172306,0.01585726438092881,24.034968191030146,59.37555020549877,78.26326053946913,0.0682333047965322,0.057003210223117,0.05473114313846771,0.2620205866186473,0.1718143498290655,0.15150479895776703,0.004684775527901031,0.003251768897902301,0.002995914955998959
tynk,tynk_patch_0128_0256.png,3.6663290162517828,5.889360500913321,6.8634161311736985,0.7131934909767219,0.2931292446830043,0.062492769664151834,24.230553879076524,59.67640747433224,79.4441679019621,0.06691902588834912,0.05590436209961147,0.0534646275605282,0.26079122423822165,0.17386789039391587,0.15065026315961066,0.00450691348713403,0.0031285372262740228,0.002859155765166304
tynk,tynk_patch_0128_0384.png,4.011782929815864,6.2527328475371515,7.167972566924057,0.6796722814480205,0.26032117423043843,0.05175993969596637,28.801738619102277,66.43995343994071,84.76536695280042,0.061798746419876996,0.05235521504852556,0.05031210025847573,0.24205222949109942,0.16496877074680036,0.14240706447006543,0.003842460297503806,0.002743972836453684,0.0025320740058621797
tynk,tynk_patch_0128_0512.png,4.030963128332505,6.489360772549756,7.679528296262564,0.7232167761888745,0.319372190343357,0.06942077999722683,29.023736481066734,71.38064648683536,97.24850834277149,0.05832582325706432,0.048386759798875134,0.04618315013633886,0.24108084641232097,0.1582223039279326,0.13179423783275468,0.0034237160216114685,0.002343956346873172,0.0021336430735398263
tynk,tynk_patch_0128_0640.png,4.214851378921504,6.822729855599631,8.118535088999424,0.7388332384493936,0.3575074002806775,0.10670043626254332,31.68465223258574,77.96423833538029,108.19421864557155,0.05578507638240826,0.04613580353735935,0.043766777856350525,0.23222021050437405,0.1504996164159999,0.12704332616522723,0.0031320033048497548,0.0021306477574269825,0.001916272030317663
tynk,tynk_patch_0128_0768.png,4.597799988568729,7.449584486803972,8.728219590318126,0.7027762761662708,0.2753524921607292,0.03972610802027772,37.27276918225715,91.111758554579,121.32009642244165,0.05142602322876809,0.04257926074209829,0.04065977141898674,0.21565253238561422,0.1365805728827478,0.11452820309643119,0.0026619918510793804,0.0018152008217094204,0.0016536227571094385
tynk,tynk_patch_0128_0896.png,4.723859561000373,7.581355351631384,8.86580370805414,0.7148264570487648,0.30767436486361044,0.07915674852712118,39.51413275873429,95.57941689106181,126.60134354735602,0.04977274092509752,0.0413412790076097,0.039540016579413695,0.21231499716589494,0.13566671887947018,0.11397960200478965,0.002490972507793554,0.0017106417052150935,0.0015637811009933424
tynk,tynk_patch_0256_0000.png,3.6432385716333933,5.960162218127989,6.987059388165903,0.7148318669087047,0.2757261798561199,0.020309624788834385,24.0105885797709,61.009887770849,82.71381187514807,0.06782733763860449,0.05659432020991921,0.05405098096989371,0.26126895028029423,0.17218767847436256,0.14847809360995723,0.004630062844447122,0.003205858666841463,0.002922179609031078
tynk,tynk_patch_0256_0128.png,3.5625102929893355,5.872602954144617,6.83070560418305,0.7181245769276028,0.2741744344139645,0.03086383066968146,22.87345278206182,58.93906520061716,78.39133260154134,0.06769462970252482,0.055993135496454544,0.05362719591395735,0.26702827373346794,0.1719835717437662,0.14958410916407433,0.004614384077172673,0.003138346367368235,0.0028763569930027656
tynk,tynk_patch_0256_0256.png,3.590404657371817,5.687730009133277,6.499494546722588,0.6931352136645133,0.26253112629447184,0.03279665045020007,23.242883790455096,55.756536202443854,72.373419760391,0.06993379674358405,0.05900676134271412,0.05701691665664228,0.26464461917209203,0.17775310087651702,0.1583271065085223,0.004917603144471465,0.0034850668258700145,0.003251447469281317
tynk,tynk_patch_0256_0384.png,3.7675830898536815,5.9543179248551175,6.888462605115773,0.6980470579414574,0.2869527769219552,0.05906985478558764,25.710675694788936,60.820831050012515,80.38749016522424,0.06554830561992524,0.05523631573469998,0.05320703027655113,0.25718915108165186,0.17004595227974517,0.1508584657023736,0.0043274195807786655,0.0030551220232986386,0.0028325361733657003
